Entered data
Reagents:
Zn(NO3)2 1.0
NH2CH2COOH 0.6667
C6H8O7 0.277778
O2 -0.249924
Products:
ZnO 1.0
CO2 2.500068
H2O 2.777862
N2 1.33335
C 0.5
Mass of object product, g: 5
Emitting area, m^2: 0.0113
Burning time, s: 8
Ignition temperature, K: 450
The amount of water in crystalline hydrate: 0
Start of calculations
  T, K    Cp(reag)   Cp(prod)    dH(reag)     dH(prod)        Q          Cp*dT       A          delta       delta*n      rad       Result 
   558    65.1529    75.2138    -292418.2    -461077.1     168658.9      7964.3    1471.6     159223.1      9784.0    118.7      9665.3
   559    65.1525    75.2387    -292418.2    -461001.9     168583.7      8039.6    1485.2     159059.0      9773.9    119.5      9654.4
   560    65.1522    75.2635    -292418.2    -460926.6     168508.5      8114.8    1498.8     158894.8      9763.8    120.4      9643.4
   561    65.1518    75.2882    -292418.2    -460851.4     168433.2      8190.1    1512.4     158730.7      9753.8    121.3      9632.5
   562    65.1514    75.3129    -292418.2    -460776.1     168357.9      8265.4    1526.1     158566.4      9743.7    122.1      9621.5
   563    65.1511    75.3375    -292418.2    -460700.7     168282.6      8340.7    1539.7     158402.2      9733.6    123.0      9610.6
   564    65.1507    75.3621    -292418.2    -460625.4     168207.2      8416.1    1553.3     158237.8      9723.5    123.9      9599.6
   565    65.1503    75.3867    -292418.2    -460550.0     168131.8      8491.4    1566.9     158073.5      9713.4    124.8      9588.6
   566    65.1500    75.4111    -292418.2    -460474.6     168056.4      8566.8    1580.6     157909.0      9703.3    125.7      9577.6
   567    65.1496    75.4356    -292418.2    -460399.2     167981.0      8642.3    1594.2     157744.6      9693.2    126.5      9566.6
   568    65.1493    75.4600    -292418.2    -460323.7     167905.6      8717.7    1607.8     157580.0      9683.1    127.4      9555.6
   569    65.1489    75.4843    -292418.2    -460248.3     167830.1      8793.2    1621.4     157415.5      9672.9    128.3      9544.6
   570    65.1485    75.5086    -292418.2    -460172.8     167754.6      8868.7    1635.1     157250.9      9662.8    129.2      9533.6
   571    65.1482    75.5328    -292418.2    -460097.2     167679.1      8944.2    1648.7     157086.2      9652.7    130.1      9522.6
   572    65.1478    75.5570    -292418.2    -460021.7     167603.5      9019.7    1662.3     156921.5      9642.6    131.1      9511.5
   573    65.1475    75.5812    -292418.2    -459946.1     167528.0      9095.3    1675.9     156756.7      9632.5    132.0      9500.5
   574    65.1471    75.6053    -292418.2    -459870.5     167452.4      9170.9    1689.6     156591.9      9622.3    132.9      9489.4
   575    65.1468    75.6293    -292418.2    -459794.9     167376.8      9246.5    1703.2     156427.0      9612.2    133.8      9478.4
   576    65.1464    75.6533    -292418.2    -459719.3     167301.1      9322.2    1716.8     156262.1      9602.1    134.8      9467.3
   577    65.1461    75.6773    -292418.2    -459643.6     167225.5      9397.8    1730.4     156097.2      9591.9    135.7      9456.2
   578    65.1457    75.7012    -292418.2    -459567.9     167149.8      9473.5    1744.1     155932.2      9581.8    136.6      9445.1
   579    65.1453    75.7250    -292418.2    -459492.2     167074.0      9549.2    1757.7     155767.1      9571.7    137.6      9434.1
   580    65.1450    75.7489    -292418.2    -459416.5     166998.3      9625.0    1771.3     155602.0      9561.5    138.6      9423.0
   581    65.1446    75.7726    -292418.2    -459340.7     166922.6      9700.7    1784.9     155436.9      9551.4    139.5      9411.8
   582    65.1443    75.7964    -292418.2    -459264.9     166846.8      9776.5    1798.6     155271.7      9541.2    140.5      9400.7
   583    65.1439    75.8201    -292418.2    -459189.1     166771.0      9852.3    1812.2     155106.4      9531.1    141.4      9389.6
   584    65.1436    75.8437    -292418.2    -459113.3     166695.1      9928.2    1825.8     154941.2      9520.9    142.4      9378.5
   585    65.1432    75.8673    -292418.2    -459037.4     166619.3     10004.0    1839.4     154775.8      9510.7    143.4      9367.3
   586    65.1429    75.8908    -292418.2    -458961.6     166543.4     10079.9    1853.1     154610.4      9500.6    144.4      9356.2
   587    65.1425    75.9144    -292418.2    -458885.7     166467.5     10155.8    1866.7     154445.0      9490.4    145.4      9345.0
   588    65.1422    75.9378    -292418.2    -458809.7     166391.6     10231.7    1880.3     154279.5      9480.2    146.4      9333.9
   589    65.1418    75.9613    -292418.2    -458733.8     166315.6     10307.7    1893.9     154114.0      9470.1    147.4      9322.7
   590    65.1415    75.9846    -292418.2    -458657.8     166239.6     10383.6    1907.6     153948.4      9459.9    148.4      9311.5
   591    65.1412    76.0080    -292418.2    -458581.8     166163.6     10459.6    1921.2     153782.8      9449.7    149.4      9300.4
   592    65.1408    76.0313    -292418.2    -458505.8     166087.6     10535.7    1934.8     153617.1      9439.5    150.4      9289.2
   593    65.1405    76.0545    -292418.2    -458429.7     166011.6     10611.7    1948.4     153451.4      9429.4    151.4      9278.0
   594    65.1401    76.0777    -292418.2    -458353.7     165935.5     10687.8    1962.1     153285.7      9419.2    152.4      9266.7
   595    65.1398    76.1009    -292418.2    -458277.6     165859.4     10763.9    1975.7     153119.9      9409.0    153.4      9255.5
   596    65.1394    76.1241    -292418.2    -458201.5     165783.3     10840.0    1989.3     152954.0      9398.8    154.5      9244.3
   597    65.1391    76.1471    -292418.2    -458125.3     165707.2     10916.1    2002.9     152788.1      9388.6    155.5      9233.1
   598    65.1387    76.1702    -292418.2    -458049.2     165631.0     10992.3    2016.6     152622.2      9378.4    156.6      9221.8
   599    65.1384    76.1932    -292418.2    -457973.0     165554.8     11068.4    2030.2     152456.2      9368.2    157.6      9210.6
   600    65.1380    76.2162    -292418.2    -457896.8     165478.6     11144.7    2043.8     152290.2      9358.0    158.7      9199.3
   601    65.1377    76.2391    -292418.2    -457820.6     165402.4     11220.9    2057.4     152124.1      9347.8    159.7      9188.1
   602    65.1374    76.2620    -292418.2    -457744.3     165326.2     11297.1    2071.1     151958.0      9337.6    160.8      9176.8
   603    65.1370    76.2849    -292418.2    -457668.0     165249.9     11373.4    2084.7     151791.8      9327.4    161.9      9165.5
   604    65.1367    76.3077    -292418.2    -457591.8     165173.6     11449.7    2098.3     151625.6      9317.2    162.9      9154.2
   605    65.1363    76.3305    -292418.2    -457515.4     165097.3     11526.0    2112.0     151459.3      9306.9    164.0      9142.9
   606    65.1360    76.3532    -292418.2    -457439.1     165020.9     11602.4    2125.6     151293.0      9296.7    165.1      9131.6
   607    65.1357    76.3759    -292418.2    -457362.7     164944.6     11678.7    2139.2     151126.6      9286.5    166.2      9120.3
   608    65.1353    76.3986    -292418.2    -457286.3     164868.2     11755.1    2152.8     150960.2      9276.3    167.3      9109.0
   609    65.1350    76.4212    -292418.2    -457209.9     164791.8     11831.5    2166.5     150793.8      9266.0    168.4      9097.6
   610    65.1346    76.4438    -292418.2    -457133.5     164715.3     11908.0    2180.1     150627.3      9255.8    169.5      9086.3
   611    65.1343    76.4663    -292418.2    -457057.0     164638.9     11984.4    2193.7     150460.8      9245.6    170.6      9074.9
   612    65.1340    76.4889    -292418.2    -456980.6     164562.4     12060.9    2207.3     150294.2      9235.3    171.8      9063.6
   613    65.1336    76.5113    -292418.2    -456904.1     164485.9     12137.4    2221.0     150127.6      9225.1    172.9      9052.2
   614    65.1333    76.5338    -292418.2    -456827.5     164409.4     12213.9    2234.6     149960.9      9214.9    174.0      9040.9
   615    65.1330    76.5562    -292418.2    -456751.0     164332.8     12290.5    2248.2     149794.2      9204.6    175.1      9029.5
   616    65.1326    76.5786    -292418.2    -456674.4     164256.3     12367.0    2261.8     149627.4      9194.4    176.3      9018.1
   617    65.1323    76.6009    -292418.2    -456597.8     164179.7     12443.6    2275.5     149460.6      9184.1    177.4      9006.7
   618    65.1320    76.6232    -292418.2    -456521.2     164103.1     12520.2    2289.1     149293.8      9173.9    178.6      8995.3
   619    65.1316    76.6455    -292418.2    -456444.6     164026.4     12596.9    2302.7     149126.9      9163.6    179.7      8983.9
   620    65.1313    76.6677    -292418.2    -456367.9     163949.8     12673.5    2316.3     148959.9      9153.4    180.9      8972.4
   621    65.1310    76.6899    -292418.2    -456291.3     163873.1     12750.2    2330.0     148792.9      9143.1    182.1      8961.0
   622    65.1306    76.7121    -292418.2    -456214.6     163796.4     12826.9    2343.6     148625.9      9132.8    183.3      8949.6
   623    65.1303    76.7342    -292418.2    -456137.8     163719.7     12903.6    2357.2     148458.8      9122.6    184.4      8938.1
   624    65.1300    76.7563    -292418.2    -456061.1     163642.9     12980.4    2370.8     148291.7      9112.3    185.6      8926.7
   625    65.1296    76.7784    -292418.2    -455984.3     163566.2     13057.1    2384.5     148124.6      9102.0    186.8      8915.2
